time,Temp1,Temp2,Temp3,Temp4,Temp5,Temp6,Temp7,Temp8,Temp9,Temp10
02.06.2019 0:07:53,26,26,26,26,26,26,26,27,26,26
02.06.2019 0:17:54,26,26,26,26,26,26,26,27,26,26
02.06.2019 0:37:55,26,26,26,26,26,26,26,27,26,26
02.06.2019 0:57:56,26,26,26,26,26,26,26,26,26,26
02.06.2019 1:07:57,26,25,26,26,26,26,25,27,26,26
02.06.2019 1:27:58,26,26,26,26,26,26,26,27,26,26
02.06.2019 1:47:59,26,25,26,26,26,25,25,26,26,26
02.06.2019 1:58:00,26,25,26,26,26,25,25,26,26,26
02.06.2019 2:18:01,26,26,26,26,26,25,26,26,26,26
02.06.2019 2:48:03,26,25,26,26,26,25,25,26,26,26
02.06.2019 3:08:04,26,25,26,26,26,25,25,26,26,26
02.06.2019 3:28:05,26,25,26,26,26,25,25,26,26,26
02.06.2019 3:58:07,26,26,26,26,26,25,25,26,26,26
02.06.2019 4:28:12,26,25,26,26,26,25,25,26,26,26
02.06.2019 4:48:13,26,25,25,26,26,25,25,26,26,26
02.06.2019 4:58:14,26,25,25,25,26,25,25,26,26,26
02.06.2019 5:18:15,26,25,26,26,26,25,25,26,26,26
02.06.2019 5:38:16,26,25,25,26,26,25,25,26,26,26
02.06.2019 6:08:18,26,25,25,25,26,25,25,26,26,25
02.06.2019 6:38:20,25,25,25,25,26,25,25,26,26,26
02.06.2019 6:58:21,26,25,25,25,26,25,25,26,25,25
02.06.2019 7:28:26,26,25,25,25,26,25,25,26,26,26
02.06.2019 7:48:27,25,25,25,25,26,25,25,26,26,25
02.06.2019 8:08:28,26,25,25,25,26,25,25,26,25,25
02.06.2019 8:18:29,26,25,25,25,25,25,25,26,25,26
02.06.2019 8:38:30,26,25,25,25,26,25,25,26,26,25
02.06.2019 9:08:32,26,25,25,25,26,25,25,26,26,25
02.06.2019 9:28:33,25,25,25,25,26,25,25,26,25,25
02.06.2019 9:58:35,25,25,25,25,26,25,25,26,25,25
02.06.2019 10:18:36,26,25,25,26,26,25,25,26,26,26
02.06.2019 10:48:38,26,25,25,25,26,25,25,26,26,26
02.06.2019 11:08:39,26,25,25,25,26,25,25,26,26,26
02.06.2019 11:28:40,26,25,25,26,26,25,25,26,26,26
02.06.2019 11:38:41,26,25,25,26,26,25,25,26,26,26
02.06.2019 12:18:46,26,25,25,26,26,25,25,26,26,26
02.06.2019 12:28:47,26,25,25,26,26,25,25,26,26,26
02.06.2019 12:48:48,25,25,25,25,26,25,25,26,26,26
02.06.2019 13:08:49,25,25,25,25,26,25,25,26,25,25
02.06.2019 13:18:50,25,25,25,25,26,25,25,26,26,26
02.06.2019 13:38:51,26,25,25,25,26,25,25,26,26,26
02.06.2019 13:48:52,26,25,25,25,26,25,25,26,26,26
02.06.2019 14:08:53,25,25,25,25,26,25,25,26,25,25
02.06.2019 14:28:57,25,24,25,25,26,25,25,26,25,25
02.06.2019 14:38:58,25,25,25,25,26,25,25,26,25,26
02.06.2019 14:58:59,26,25,26,26,27,26,26,27,26,26
02.06.2019 15:29:02,26,25,25,25,26,25,25,26,26,26
02.06.2019 15:59:04,25,25,25,25,26,25,25,26,26,25
02.06.2019 16:19:05,25,25,25,25,26,25,25,26,25,25
02.06.2019 16:29:06,25,25,25,25,26,25,25,26,25,25
02.06.2019 16:49:07,25,25,25,25,26,25,25,26,26,25
02.06.2019 17:09:08,26,25,25,25,26,25,25,26,26,26
02.06.2019 17:19:09,26,25,25,25,26,25,25,26,26,26
02.06.2019 17:39:10,26,25,25,26,26,25,25,26,26,26
02.06.2019 18:09:12,26,25,25,26,26,25,25,26,26,26
02.06.2019 18:29:13,26,25,25,25,26,25,25,26,26,26
02.06.2019 18:39:14,26,25,25,25,26,25,25,26,26,26
02.06.2019 18:59:15,25,25,25,25,26,25,25,26,26,26
02.06.2019 19:19:16,25,25,25,25,26,25,25,26,26,26
02.06.2019 19:29:17,25,25,25,25,26,25,25,26,26,26
02.06.2019 19:49:18,26,25,25,25,26,25,25,26,26,26
02.06.2019 19:59:19,26,25,25,25,26,25,25,26,26,26
02.06.2019 20:19:20,25,25,25,25,26,25,25,26,25,26
02.06.2019 20:39:21,25,24,25,25,25,25,25,26,25,25
02.06.2019 20:59:22,25,25,25,25,26,25,25,26,25,25
02.06.2019 21:09:23,25,25,25,25,25,25,25,26,25,25
02.06.2019 21:29:24,26,25,25,25,26,25,25,26,25,25
02.06.2019 21:49:28,25,25,25,25,25,25,25,26,25,25
02.06.2019 22:19:30,25,24,25,25,25,25,25,26,25,25
02.06.2019 22:39:31,25,24,25,25,25,24,25,25,25,25
02.06.2019 22:49:32,25,24,25,25,25,24,25,26,25,25
02.06.2019 23:09:33,25,24,25,25,25,24,24,25,25,25
02.06.2019 23:29:34,25,24,25,25,25,24,25,26,25,25
02.06.2019 23:59:36,25,24,25,25,25,24,25,26,25,25
03.06.2019 0:19:37,25,24,25,25,25,24,24,25,25,25
03.06.2019 0:39:38,25,24,25,25,25,24,24,25,25,25
03.06.2019 0:49:39,25,24,25,25,25,24,24,25,25,25
03.06.2019 1:09:40,25,24,25,25,25,24,25,25,25,25
03.06.2019 1:29:41,25,24,25,25,25,24,24,26,25,25
03.06.2019 1:49:42,25,24,24,25,25,24,24,25,25,25
03.06.2019 1:59:43,25,24,24,25,25,24,24,25,25,25
03.06.2019 2:39:48,25,24,25,25,25,24,24,25,25,25
03.06.2019 2:49:49,25,24,25,25,25,24,24,25,25,25
03.06.2019 3:09:50,25,24,24,25,25,24,24,25,25,25
03.06.2019 3:29:51,25,24,25,25,25,24,24,25,25,25
03.06.2019 3:49:52,25,24,25,25,25,24,24,25,25,25
03.06.2019 4:19:54,25,24,24,25,25,24,24,25,25,25
03.06.2019 4:29:55,25,24,24,25,25,24,24,25,25,25
03.06.2019 4:39:55,25,24,24,24,25,24,24,25,25,25
03.06.2019 4:59:56,25,24,24,25,25,24,24,25,25,25
03.06.2019 5:19:57,25,24,24,24,25,24,24,25,25,25
03.06.2019 5:29:58,25,24,24,24,25,24,24,25,25,25
03.06.2019 5:49:59,25,24,24,25,25,24,24,25,25,25
03.06.2019 6:10:00,25,24,24,25,25,24,24,25,25,25
03.06.2019 6:30:01,25,24,24,24,25,24,24,25,25,25
03.06.2019 6:40:02,25,24,24,25,25,24,24,25,25,25
03.06.2019 7:00:03,25,24,24,24,25,24,24,25,25,25
03.06.2019 7:20:04,25,24,24,25,25,24,24,25,25,25
03.06.2019 7:40:05,25,24,25,25,25,24,24,25,25,25
03.06.2019 8:20:11,25,24,25,25,25,24,24,25,25,25
03.06.2019 8:40:12,25,24,24,25,25,24,24,25,25,25
03.06.2019 9:30:25,25,25,25,25,25,25,25,26,25,25
03.06.2019 9:50:26,25,25,25,25,25,25,25,26,25,25
03.06.2019 10:40:36,25,25,25,25,25,25,25,26,26,25
03.06.2019 11:50:56,25,25,25,25,26,25,25,26,26,26
03.06.2019 12:10:57,22,22,22,23,24,23,24,25,25,25
03.06.2019 13:01:05,25,25,25,25,25,25,25,25,25,25
03.06.2019 14:01:18,26,26,26,26,27,26,26,27,26,26
