stamp_time,count(tstep)
"2019-06-14 07:01:43",12
"2019-06-14 07:31:46",12
"2019-06-14 08:11:49",12
"2019-06-14 08:21:50",12
"2019-06-14 09:01:54",12
"2019-06-14 09:31:56",12
"2019-06-14 10:22:00",12
"2019-06-14 11:12:04",12
"2019-06-14 12:02:11",12
"2019-06-14 12:22:15",12
"2019-06-14 12:32:16",12
"2019-06-14 13:32:24",12
"2019-06-14 14:12:32",12
"2019-06-14 15:33:00",12
"2019-06-14 16:23:23",12
"2019-06-14 16:33:24",12
"2019-06-14 17:13:30",12
"2019-06-14 17:23:31",12
"2019-06-14 17:53:33",12
"2019-06-14 18:03:34",12
"2019-06-14 18:33:36",12
"2019-06-14 18:43:37",12
"2019-06-14 19:13:39",12
"2019-06-14 19:23:40",12
"2019-06-14 19:33:42",12
"2019-06-14 20:23:49",12
"2019-06-14 21:23:56",12
"2019-06-14 21:53:58",12
"2019-06-14 22:24:00",12
"2019-06-14 22:44:06",12
"2019-06-14 23:14:08",12
"2019-06-14 23:24:09",12
"2019-06-14 23:54:11",12
"2019-06-15 00:04:12",12
"2019-06-15 01:34:20",12
"2019-06-15 01:44:21",12
"2019-06-15 02:34:25",12
"2019-06-15 03:14:28",12
"2019-06-15 03:54:31",12
"2019-06-15 04:24:34",12
"2019-06-15 04:34:35",12
"2019-06-15 05:04:37",12
"2019-06-15 05:14:38",12
"2019-06-15 05:44:40",12
"2019-06-15 05:54:41",12
"2019-06-15 06:34:44",12
"2019-06-15 07:14:47",12
"2019-06-15 07:24:48",12
"2019-06-15 08:04:51",12
"2019-06-15 08:14:52",12
"2019-06-15 08:44:57",12
"2019-06-15 08:54:58",12
"2019-06-15 09:45:02",12
"2019-06-15 10:25:05",12
"2019-06-15 11:15:09",12
"2019-06-15 11:25:10",12
"2019-06-15 11:55:13",12
"2019-06-15 12:55:32",12
"2019-06-15 13:05:33",12
"2019-06-15 14:05:46",12
"2019-06-15 14:25:56",12
"2019-06-15 15:37:02",12
"2019-06-15 15:57:04",12
"2019-06-15 16:07:05",12
"2019-06-15 16:37:07",12
"2019-06-15 17:57:24",12
"2019-06-15 19:37:39",12
"2019-06-15 20:57:47",12
"2019-06-15 21:27:49",12
"2019-06-15 22:17:53",12
"2019-06-15 22:27:54",12
"2019-06-15 23:07:57",12
"2019-06-15 23:17:58",12
"2019-06-15 23:48:00",12
"2019-06-15 23:58:01",12
"2019-06-16 00:28:03",12
"2019-06-16 00:58:05",12
"2019-06-16 01:08:06",12
"2019-06-16 01:28:07",12
"2019-06-16 01:38:08",12
"2019-06-16 02:08:10",12
"2019-06-16 02:18:11",12
"2019-06-16 02:48:13",12
"2019-06-16 03:28:16",12
"2019-06-16 04:18:22",12
"2019-06-16 04:48:24",12
"2019-06-16 05:38:28",12
